ip.addr;ip.dsfield;ip.dsfield.dscp;ip.dst;ip.dst_host;ip.flags;ip.flags.df;ip.host;ip.opt.time_stamp;ip.proto;ip.src;ip.src_host;ip.ttl;tcp.ack;tcp.ack_raw;tcp.analysis.bytes_in_flight;tcp.analysis.push_bytes_sent;tcp.checksum;tcp.completeness;tcp.completeness.ack;tcp.completeness.data;tcp.completeness.fin;tcp.completeness.str;tcp.completeness.syn-ack;tcp.dstport;tcp.flags;tcp.flags.ack;tcp.flags.fin;tcp.flags.push;tcp.flags.reset;tcp.flags.str;tcp.flags.syn;tcp.hdr_len;tcp.len;tcp.nxtseq;tcp.option_kind;tcp.option_len;tcp.options.timestamp.tsecr;tcp.options.timestamp.tsval;tcp.port;tcp.seq;tcp.seq_raw;tcp.srcport;tcp.stream;tcp.time_delta;tcp.time_relative;tcp.window_size;tcp.window_size_value;udp.checksum;udp.dstport;udp.length;udp.port;udp.srcport;udp.stream;udp.time_delta;udp.time_relative;pfcp.apply_action.buff;pfcp.apply_action.drop;pfcp.apply_action.forw;pfcp.apply_action.nocp;pfcp.cause;pfcp.dst_interface;pfcp.duration_measurement;pfcp.end_time;pfcp.f_seid.ipv4;pfcp.f_teid.ipv4_addr;pfcp.f_teid.teid;pfcp.f_teid_flags.ch;pfcp.f_teid_flags.ch_id;pfcp.f_teid_flags.v6;pfcp.flags;pfcp.flow_desc;pfcp.flow_desc_len;pfcp.ie_len;pfcp.ie_type;pfcp.length;pfcp.msg_type;pfcp.network_instance;pfcp.node_id_ipv4;pfcp.node_id_type;pfcp.outer_hdr_creation.ipv4;pfcp.outer_hdr_creation.teid;pfcp.pdn_type;pfcp.pdr_id;pfcp.precedence;pfcp.recovery_time_stamp;pfcp.response_time;pfcp.response_to;pfcp.s;pfcp.seid;pfcp.seqno;pfcp.source_interface;pfcp.time_of_first_packet;pfcp.time_of_last_packet;pfcp.ue_ip_addr_ipv4;pfcp.ue_ip_address_flag.sd;pfcp.user_id.imei;pfcp.volume_measurement.dlnop;pfcp.volume_measurement.dlvol;pfcp.volume_measurement.tonop;pfcp.volume_measurement.tovol;tcp_opt_mss;tcp_opt_ts;tcp_opt_sack;tcp_opt_wscale
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.005759435;5.532764416;;;;;1.0;;1754053947.0;Aug  1, 2025 13:12:27.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.005759435;117.0;True;761.0;14141.0;;Aug  1, 2025 13:12:23.000000000 UTC;Aug  1, 2025 13:12:23.000000000 UTC;;;;1.0;60.0;1.0;60.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x1528;8805.0;633.0;8805.0;8805.0;0.0;0.601425983;6.134190399;True;False;False;True;;1.0;;;192.168.130.186;;;True;True;True;0x21;permit out 58 from ff02::2/128 to assigned;42.0;5.0;60.0;621.0;50.0;internet;192.168.130.186;0.0;192.168.130.186;0x00000222;1.0;1.0;255.0;;;;True;0.0;14142.0;1.0;;;10.45.2.35;True;4370816125816151.0;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x132b;8805.0;124.0;8805.0;8805.0;0.0;0.000948925;6.135139324;;;;;1.0;;;;192.168.14.146;192.168.14.146;20434.0;False;False;False;0x21;;;5.0;60.0;112.0;51.0;;192.168.14.146;0.0;;;;2.0;;;0.000948925;119.0;True;1705.0;14142.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12fd;8805.0;78.0;8805.0;8805.0;0.0;0.018668187;6.153807511;False;False;True;False;;0.0;;;;;;;;;0x21;;;50.0;10.0;66.0;52.0;internet;;;192.168.14.163;0x000011e6;;;;;;;True;2901.0;14143.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12cc;8805.0;29.0;8805.0;8805.0;0.0;0.000364821;6.154172332;;;;;1.0;;;;;;;;;;0x21;;;1.0;19.0;17.0;53.0;;;;;;;;;;0.000364821;121.0;True;1705.0;14143.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.595480272;6.749652604;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;2731.0;14144.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000209582;6.749862186;;;;;1.0;;1754053949.0;Aug  1, 2025 13:12:28.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.000209582;123.0;True;1742.0;14144.0;;;;;;;0.0;0.0;0.0;0.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.208937276;6.958799462;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;2650.0;14145.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000369407;6.959168869;;;;;1.0;;1754053949.0;Aug  1, 2025 13:12:28.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.000369407;125.0;True;109.0;14145.0;;;;;;;0.0;0.0;0.0;0.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x00;False;192.168.130.186;1.0;17;192.168.130.186;192.168.130.186;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x82a0;8805.0;24.0;8805.0;8805.0;0.0;0.032022846;6.991191715;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;628.0;2.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000293152;6.991484867;;;;;1.0;;1754053949.0;Aug  1, 2025 13:12:28.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.000293152;127.0;True;3892.0;2.0;;Aug  1, 2025 13:12:09.000000000 UTC;Aug  1, 2025 13:12:26.000000000 UTC;;;;167.0;173350.0;167.0;173350.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.079992625;7.071477492;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;2677.0;14146.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000328061;7.071805553;;;;;1.0;;1754053949.0;Aug  1, 2025 13:12:28.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.000328061;129.0;True;494.0;14146.0;;;;;;;0.0;0.0;0.0;0.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.03538195;7.107187503;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;2901.0;14147.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.006448114;7.113635617;;;;;1.0;;1754053949.0;Aug  1, 2025 13:12:28.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.006448114;131.0;True;1705.0;14147.0;;;;;;;0.0;0.0;0.0;0.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x1528;8805.0;633.0;8805.0;8805.0;0.0;0.01358411;7.127219727;True;False;False;True;;1.0;;;192.168.130.186;;;True;True;True;0x21;permit out 58 from ff02::2/128 to assigned;42.0;5.0;60.0;621.0;50.0;internet;192.168.130.186;0.0;192.168.130.186;0x000001ed;1.0;1.0;255.0;;;;True;0.0;14148.0;1.0;;;10.45.1.238;True;4370816125816151.0;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x132b;8805.0;124.0;8805.0;8805.0;0.0;0.000955501;7.128175228;;;;;1.0;;;;192.168.14.146;192.168.14.146;1337.0;False;False;False;0x21;;;5.0;60.0;112.0;51.0;;192.168.14.146;0.0;;;;2.0;;;0.000955501;133.0;True;849.0;14148.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12fd;8805.0;78.0;8805.0;8805.0;0.0;0.048111025;7.176286253;False;False;True;False;;0.0;;;;;;;;;0x21;;;50.0;10.0;66.0;52.0;internet;;;192.168.14.163;0x000011e7;;;;;;;True;1902.0;14149.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12cc;8805.0;29.0;8805.0;8805.0;0.0;0.0203478;7.196634053;;;;;1.0;;;;;;;;;;0x21;;;1.0;19.0;17.0;53.0;;;;;;;;;;0.0203478;135.0;True;849.0;14149.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x1528;8805.0;633.0;8805.0;8805.0;0.0;0.305063317;7.50169737;True;False;False;True;;1.0;;;192.168.130.186;;;True;True;True;0x21;permit out 58 from ff02::2/128 to assigned;42.0;5.0;60.0;621.0;50.0;internet;192.168.130.186;0.0;192.168.130.186;0x00000202;1.0;1.0;255.0;;;;True;0.0;14150.0;1.0;;;10.45.2.3;True;4370816125816151.0;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x132b;8805.0;124.0;8805.0;8805.0;0.0;0.001591995;7.503289365;;;;;1.0;;;;192.168.14.146;192.168.14.146;3149.0;False;False;False;0x21;;;5.0;60.0;112.0;51.0;;192.168.14.146;0.0;;;;2.0;;;0.001591995;137.0;True;3737.0;14150.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12fd;8805.0;78.0;8805.0;8805.0;0.0;0.031523259;7.534812624;False;False;True;False;;0.0;;;;;;;;;0x21;;;50.0;10.0;66.0;52.0;internet;;;192.168.14.163;0x000011e8;;;;;;;True;1188.0;14151.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12cc;8805.0;29.0;8805.0;8805.0;0.0;0.00020152;7.535014144;;;;;1.0;;;;;;;;;;0x21;;;1.0;19.0;17.0;53.0;;;;;;;;;;0.00020152;139.0;True;3737.0;14151.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x1528;8805.0;633.0;8805.0;8805.0;0.0;0.080136402;7.615150546;True;False;False;True;;1.0;;;192.168.130.186;;;True;True;True;0x21;permit out 58 from ff02::2/128 to assigned;42.0;5.0;60.0;621.0;50.0;internet;192.168.130.186;0.0;192.168.130.186;0x00000217;1.0;1.0;255.0;;;;True;0.0;14152.0;1.0;;;10.45.2.24;True;4370816125816151.0;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x132b;8805.0;124.0;8805.0;8805.0;0.0;0.00069738;7.615847926;;;;;1.0;;;;192.168.14.146;192.168.14.146;13082.0;False;False;False;0x21;;;5.0;60.0;112.0;51.0;;192.168.14.146;0.0;;;;2.0;;;0.00069738;141.0;True;212.0;14152.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12fd;8805.0;78.0;8805.0;8805.0;0.0;0.090930855;7.706778781;False;False;True;False;;0.0;;;;;;;;;0x21;;;50.0;10.0;66.0;52.0;internet;;;192.168.14.163;0x000011e9;;;;;;;True;3493.0;14153.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12cc;8805.0;29.0;8805.0;8805.0;0.0;0.000679912;7.707458693;;;;;1.0;;;;;;;;;;0x21;;;1.0;19.0;17.0;53.0;;;;;;;;;;0.000679912;143.0;True;212.0;14153.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x1528;8805.0;633.0;8805.0;8805.0;0.0;0.119381774;7.826840467;True;False;False;True;;1.0;;;192.168.130.186;;;True;True;True;0x21;permit out 58 from ff02::2/128 to assigned;42.0;5.0;60.0;621.0;50.0;internet;192.168.130.186;0.0;192.168.130.186;0x00000159;1.0;1.0;255.0;;;;True;0.0;14154.0;1.0;;;10.45.1.90;True;4370816125816151.0;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x132b;8805.0;124.0;8805.0;8805.0;0.0;0.011570883;7.83841135;;;;;1.0;;;;192.168.14.146;192.168.14.146;33418.0;False;False;False;0x21;;;5.0;60.0;112.0;51.0;;192.168.14.146;0.0;;;;2.0;;;0.011570883;145.0;True;1841.0;14154.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12fd;8805.0;78.0;8805.0;8805.0;0.0;0.12076445;7.9591758;False;False;True;False;;0.0;;;;;;;;;0x21;;;50.0;10.0;66.0;52.0;internet;;;192.168.14.163;0x000011ea;;;;;;;True;3361.0;14155.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12cc;8805.0;29.0;8805.0;8805.0;0.0;0.002775239;7.961951039;;;;;1.0;;;;;;;;;;0x21;;;1.0;19.0;17.0;53.0;;;;;;;;;;0.002775239;147.0;True;1841.0;14155.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.001950779;7.963901818;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;3932.0;14156.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.00020645;7.964108268;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;3558.0;14157.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;5.685e-06;7.964113953;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;3632.0;14158.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;7.4944e-05;7.964188897;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:29.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.000287079;149.0;True;20.0;14156.0;;Aug  1, 2025 13:12:21.000000000 UTC;Aug  1, 2025 13:12:28.000000000 UTC;;;;70.0;64185.0;70.0;64185.0;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000371884;7.964560781;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:29.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.000452513;150.0;True;2858.0;14157.0;;Aug  1, 2025 13:12:11.000000000 UTC;Aug  1, 2025 13:12:29.000000000 UTC;;;;50.0;26255.0;50.0;26255.0;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000252892;7.964813673;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:29.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.00069972;151.0;True;1999.0;14158.0;;Aug  1, 2025 13:12:23.000000000 UTC;Aug  1, 2025 13:12:29.000000000 UTC;;;;53.0;59246.0;53.0;59246.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x00;False;192.168.130.186;1.0;17;192.168.130.186;192.168.130.186;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x7e6c;8805.0;24.0;8805.0;8805.0;0.0;0.130773403;8.095587076;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;1448.0;3.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.00036943;8.095956506;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:29.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.00036943;155.0;True;598.0;3.0;;Aug  1, 2025 13:12:09.000000000 UTC;Aug  1, 2025 13:12:29.000000000 UTC;;;;898.0;1188741.0;898.0;1188741.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.127058295;8.223014801;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;1141.0;14159.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;1.853e-06;8.223016654;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;3736.0;14160.0;;;;;;;;;;;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;1.287e-06;8.223017941;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;906.0;14161.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.001048451;8.224066392;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:30.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.001051591;157.0;True;3537.0;14159.0;;;;;;;0.0;0.0;0.0;0.0;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000259597;8.224325989;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:30.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.001309335;158.0;True;1974.0;14160.0;;Aug  1, 2025 13:12:11.000000000 UTC;Aug  1, 2025 13:12:25.000000000 UTC;;;;66.0;33689.0;66.0;33689.0;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.00020778;8.224533769;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:30.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.001515828;159.0;True;3604.0;14161.0;;;;;;;0.0;0.0;0.0;0.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.006404599;8.230938368;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;1471.0;14162.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.002871503;8.233809871;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:30.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.002871503;163.0;True;2387.0;14162.0;;Aug  1, 2025 13:12:23.000000000 UTC;Aug  1, 2025 13:12:27.000000000 UTC;;;;43.0;28158.0;43.0;28158.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.057943451;8.291753322;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;633.0;14163.0;;;;;;;;;;;0;0;0;0
192.168.14.146;0x00;0;192.168.130.186;192.168.130.186;0x02;True;192.168.14.146;;17;192.168.14.146;192.168.14.146;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x133c;8805.0;141.0;8805.0;8805.0;0.0;0.000393103;8.292146425;;;;;1.0;;1754053950.0;Aug  1, 2025 13:12:30.000000000 UTC;;;;;;;0x21;;;1.0;19.0;129.0;55.0;;;;;;;;;;0.000393103;165.0;True;1096.0;14163.0;;;;;;;0.0;0.0;0.0;0.0;0;0;0;0
192.168.130.186;0x00;0;192.168.14.146;192.168.14.146;0x02;True;192.168.130.186;;17;192.168.130.186;192.168.130.186;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0x12c7;8805.0;24.0;8805.0;8805.0;0.0;0.003762883;8.295909308;;;;;;;;;;;;;;;0x21;;;;;12.0;54.0;;;;;;;;;;;;True;3217.0;14164.0;;;;;;;;;;;0;0;0;0
